,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
809,male,group C,some high school,standard,0,84,87,78
810,male,group B,high school,standard,1,78,74,75
811,male,group D,associate's degree,standard,0,95,92,87
812,male,group C,some high school,free/reduced,0,51,47,49
813,female,group B,associate's degree,standard,0,63,67,72
814,male,group B,some college,free/reduced,0,81,78,73
815,male,group C,high school,standard,0,75,64,62
816,female,group A,some college,standard,1,72,78,75
817,male,group D,some college,free/reduced,0,55,49,43
818,female,group E,some high school,standard,1,92,100,100
819,male,group E,some high school,free/reduced,1,51,42,41
820,male,group C,high school,free/reduced,0,49,52,41
821,male,group A,associate's degree,standard,0,84,72,68
822,female,group C,high school,free/reduced,0,52,71,71
823,female,group C,bachelor's degree,standard,0,86,91,91
824,male,group B,master's degree,standard,1,74,66,77
825,male,group D,high school,standard,0,64,57,50
826,female,group D,bachelor's degree,standard,1,69,75,84
827,female,group C,associate's degree,free/reduced,1,75,89,82
828,male,group B,associate's degree,standard,0,62,52,47
829,male,group C,bachelor's degree,free/reduced,0,45,52,46
830,female,group A,high school,standard,0,56,71,70
831,female,group D,bachelor's degree,free/reduced,1,69,89,86
832,female,group C,bachelor's degree,standard,1,75,86,85
833,male,group B,associate's degree,standard,1,67,66,71
834,male,group C,bachelor's degree,standard,0,57,44,44
835,male,group D,high school,standard,1,79,70,72
836,female,group D,associate's degree,standard,1,77,77,88
837,male,group C,associate's degree,free/reduced,0,45,44,49
838,female,group B,master's degree,standard,0,70,71,71
839,female,group B,master's degree,standard,0,92,100,100
840,male,group B,some college,standard,0,67,56,57
841,male,group E,some college,standard,0,80,61,57
842,female,group D,some high school,free/reduced,0,59,73,70
843,female,group D,some high school,standard,1,55,64,68
844,female,group D,high school,standard,0,52,49,49
845,male,group B,associate's degree,free/reduced,1,65,73,67
846,male,group C,bachelor's degree,standard,0,74,73,75
847,female,group E,some high school,free/reduced,0,62,66,66
848,male,group D,high school,standard,1,94,86,86
849,female,group D,bachelor's degree,free/reduced,1,60,66,74
850,male,group E,some college,standard,0,89,75,73
851,male,group C,some high school,free/reduced,0,66,76,65
852,female,group B,some high school,free/reduced,0,69,73,72
853,male,group C,some high school,standard,0,36,34,31
854,male,group C,associate's degree,free/reduced,0,62,56,45
855,female,group B,some college,free/reduced,0,43,51,48
856,female,group E,some college,standard,1,78,89,91
857,male,group D,some high school,free/reduced,1,62,75,62
858,female,group A,high school,free/reduced,1,67,76,79
859,female,group C,high school,standard,1,67,72,77
860,female,group A,associate's degree,free/reduced,0,31,52,47
861,female,group E,associate's degree,free/reduced,1,74,86,87
862,male,group A,high school,free/reduced,0,45,40,34
863,male,group D,associate's degree,free/reduced,0,85,76,73
864,female,group E,some college,standard,1,84,100,100
865,male,group C,bachelor's degree,standard,0,79,63,71
866,female,group D,some college,standard,0,74,81,84
867,female,group D,high school,standard,1,90,97,100
868,female,group C,high school,standard,0,53,61,62
869,female,group C,associate's degree,standard,0,94,100,94
870,female,group D,high school,standard,0,44,51,46
871,female,group D,some college,standard,1,71,66,77
872,male,group D,high school,standard,0,89,83,76
873,male,group D,associate's degree,standard,0,69,57,61
874,male,group C,some college,standard,0,64,58,50
875,female,group D,some high school,standard,0,61,66,69
876,female,group E,bachelor's degree,standard,0,89,85,88
877,male,group C,associate's degree,free/reduced,0,79,83,77
878,female,group C,associate's degree,standard,0,70,77,76
879,female,group A,some high school,standard,0,41,51,48
880,female,group C,some college,standard,0,56,71,65
881,female,group C,associate's degree,free/reduced,1,37,48,43
882,male,group C,some high school,free/reduced,1,57,59,62
883,female,group B,bachelor's degree,free/reduced,0,51,67,68
884,male,group C,bachelor's degree,free/reduced,0,51,42,39
885,female,group D,master's degree,free/reduced,1,71,75,83
886,female,group E,some college,standard,1,74,76,79
887,female,group E,bachelor's degree,standard,0,90,100,100
888,male,group C,high school,standard,1,82,76,76
889,male,group C,high school,standard,0,72,59,53
890,female,group C,some college,free/reduced,0,75,75,75
891,female,group C,high school,standard,0,61,75,67
892,male,group B,some college,standard,0,75,67,66
893,female,group C,bachelor's degree,free/reduced,0,63,78,70
894,female,group C,some college,free/reduced,1,56,74,74
895,male,group D,high school,standard,1,70,69,70
896,male,group E,master's degree,standard,0,78,67,68
897,female,group C,some high school,standard,0,84,84,85
898,male,group D,some college,standard,0,66,61,53
899,male,group C,high school,standard,1,91,86,87
900,male,group D,high school,standard,1,84,84,86
901,female,group B,high school,standard,0,63,75,74
902,male,group C,high school,standard,0,86,81,78
903,female,group B,some high school,standard,0,46,63,63
904,female,group E,master's degree,free/reduced,0,86,98,93
905,male,group C,some college,free/reduced,1,91,91,79
906,male,group C,associate's degree,standard,0,81,68,68
907,male,group D,some high school,standard,1,70,77,68
908,male,group D,associate's degree,standard,1,63,54,62
909,female,group B,some college,standard,0,56,55,54
910,male,group D,some college,standard,0,81,73,73
911,female,group D,associate's degree,standard,1,65,77,75
912,female,group C,associate's degree,standard,0,50,51,51
913,male,group E,associate's degree,standard,0,71,67,64
914,female,group C,some college,standard,0,83,90,96
915,male,group C,associate's degree,free/reduced,0,35,44,35
916,male,group B,high school,standard,0,62,60,54
917,male,group E,associate's degree,standard,1,64,66,63
918,male,group D,associate's degree,free/reduced,1,58,56,53
919,female,group D,associate's degree,standard,0,81,85,91
920,female,group C,associate's degree,free/reduced,1,43,66,63
921,female,group B,high school,free/reduced,0,44,58,58
922,female,group B,associate's degree,free/reduced,1,45,61,61
923,male,group A,bachelor's degree,free/reduced,0,57,72,65
924,female,group C,master's degree,standard,0,82,86,90
925,male,group B,some college,standard,0,49,41,38
926,female,group B,master's degree,free/reduced,1,50,62,63
927,female,group E,some college,standard,0,98,97,95
928,female,group E,bachelor's degree,standard,0,81,79,76
929,male,group E,some high school,standard,1,88,86,80
930,female,group B,high school,standard,0,36,49,48
931,female,group B,some college,standard,0,56,82,76
932,female,group A,some high school,standard,0,70,77,82
933,female,group B,master's degree,standard,1,79,93,93
934,male,group A,high school,standard,1,61,57,55
935,male,group C,some college,standard,0,79,80,79
936,female,group D,high school,standard,0,58,68,70
937,male,group B,master's degree,free/reduced,0,87,84,81
938,male,group C,some high school,free/reduced,1,47,42,40
939,female,group A,master's degree,free/reduced,1,77,99,97
940,female,group B,high school,free/reduced,1,48,58,60
941,female,group A,associate's degree,free/reduced,0,61,75,68
942,female,group B,associate's degree,free/reduced,0,57,64,62
943,female,group C,associate's degree,standard,0,45,58,55
944,male,group E,master's degree,free/reduced,1,68,66,62
945,female,group C,some high school,standard,0,63,67,68
946,female,group C,high school,free/reduced,1,42,57,61
947,female,group C,some high school,free/reduced,0,55,60,60
948,male,group D,master's degree,standard,0,88,79,84
949,male,group B,high school,free/reduced,1,66,71,68
950,female,group D,high school,free/reduced,0,72,78,81
951,female,group D,some college,free/reduced,0,31,41,43
952,female,group B,high school,standard,1,68,66,72
953,male,group D,high school,free/reduced,1,67,60,65
954,male,group C,some college,standard,0,58,50,53
955,male,group B,high school,free/reduced,0,60,60,59
956,female,group C,high school,standard,1,63,79,73
957,male,group B,associate's degree,standard,0,32,34,31
958,male,group D,some high school,standard,1,78,77,78
959,male,group B,high school,standard,1,87,82,82
960,female,group D,high school,standard,0,57,62,61
961,female,group D,some college,standard,0,46,57,61
962,male,group C,high school,standard,1,67,67,67
963,male,group B,associate's degree,standard,0,47,35,34
964,male,group D,high school,standard,0,88,77,79
965,female,group D,associate's degree,standard,0,67,75,77
966,female,group E,some high school,standard,0,94,90,90
967,male,group A,high school,standard,1,68,65,64
968,male,group B,some college,standard,0,79,72,69
969,male,group A,some high school,standard,1,70,68,68
970,female,group C,some high school,standard,0,58,63,66
971,male,group D,some college,free/reduced,1,58,57,58
972,female,group D,associate's degree,standard,1,98,100,100
973,male,group B,some high school,standard,1,58,64,62
974,male,group B,some high school,free/reduced,0,56,64,55
975,male,group E,associate's degree,standard,0,63,59,58
976,male,group E,some college,free/reduced,1,86,78,76
977,female,group A,master's degree,standard,0,43,58,59
978,male,group B,associate's degree,standard,1,91,73,79
979,female,group C,high school,standard,0,66,72,75
980,male,group D,master's degree,standard,1,81,92,91
981,male,group B,associate's degree,standard,0,61,54,47
982,male,group C,some college,free/reduced,0,53,52,53
983,female,group E,high school,free/reduced,1,73,97,94
984,male,group B,some high school,free/reduced,1,45,40,35
985,female,group A,master's degree,free/reduced,0,77,87,83
986,female,group C,some high school,free/reduced,0,2,24,22
987,male,group D,bachelor's degree,free/reduced,1,60,56,58
988,female,group C,high school,standard,0,44,49,45
989,male,group C,some college,standard,0,47,47,40
990,female,group D,some college,standard,1,88,89,100
991,female,group D,master's degree,standard,0,82,82,81
992,male,group C,bachelor's degree,standard,0,68,71,67
993,male,group E,some high school,standard,1,68,62,58
994,female,group C,some college,standard,0,55,69,65
995,female,group E,bachelor's degree,standard,0,69,78,78
996,female,group A,some college,free/reduced,0,51,67,64
997,male,group E,some high school,standard,0,82,77,76
998,male,group E,some high school,standard,0,71,58,57
999,female,group E,high school,free/reduced,1,89,97,92
0,male,group B,some high school,standard,1,61,57,62
1,female,group A,high school,standard,1,78,94,92
2,male,group D,master's degree,standard,0,73,67,69
3,male,group E,some college,standard,0,90,91,83
4,female,group C,some high school,standard,0,71,80,73
5,female,group C,high school,standard,0,60,65,67
6,female,group D,associate's degree,free/reduced,0,59,67,72
7,female,group B,high school,standard,0,60,67,69
8,female,group A,some college,standard,0,59,61,58
9,male,group D,some college,standard,0,40,40,35
10,female,group B,bachelor's degree,standard,0,70,72,79
11,male,group C,some college,standard,1,81,74,74
12,male,group D,some high school,free/reduced,0,56,50,42
13,male,group C,some college,standard,0,83,72,70
14,male,group C,bachelor's degree,free/reduced,1,53,59,54
15,male,group E,some college,free/reduced,0,69,76,68
16,female,group B,some high school,standard,1,64,83,83
17,female,group D,high school,standard,0,68,79,72
18,male,group E,high school,standard,1,94,80,80
19,male,group D,high school,standard,0,62,66,62
20,female,group A,associate's degree,free/reduced,0,75,81,85
21,female,group C,associate's degree,standard,0,62,75,69
22,male,group C,some high school,standard,0,83,79,83
23,male,group B,high school,free/reduced,0,48,47,38
24,female,group E,some college,standard,1,85,87,92
25,female,group E,bachelor's degree,free/reduced,0,93,83,90
26,male,group E,associate's degree,free/reduced,0,48,51,50
27,female,group A,associate's degree,standard,0,75,81,78
28,female,group C,bachelor's degree,standard,0,89,99,96
29,male,group D,high school,standard,1,65,59,65
30,male,group C,some high school,standard,0,81,80,71
31,male,group C,some high school,standard,0,53,53,40
32,female,group D,high school,free/reduced,1,61,86,87
33,female,group C,bachelor's degree,free/reduced,0,61,78,72
34,male,group C,some high school,free/reduced,0,64,65,60
35,female,group E,some high school,standard,1,63,62,66
36,male,group B,some college,standard,0,72,73,72
37,male,group D,associate's degree,standard,0,90,80,83
